game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MUN X BOU 2016-05-17;1;2016-05-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;17:00:00;1;BOU;MUN
MCI X LIV 2014-08-25;1;2014-08-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;17:00:00;1;LIV;MCI
MCI X TOT 2014-10-18;1;2014-10-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;09:45:00;1;TOT;MCI
NEW X CHE 2014-12-06;1;2014-12-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;10:45:00;1;CHE;NEW
CHE X MCI 2015-01-31;1;2015-01-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15:30:00;0;MCI;CHE
ARS X ASV 2015-02-01;0;2015-02-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;11:30:00;1;ASV;ARS
ARS X ASV 2015-02-01;0;2015-02-01;-3.0;3.0;75.0;42.0;17.0;5.0;-3.0;-12.0;-9.0;-6.0;-12.0;-3.0;-10.0;-8.0;27.0;17.0;4.0;2.0;-76.0;-42.0;-11.0;-7.0;-9.0;5.0;4.0;1.0;-31.0;-19.0;30.0;14.0;7.0;-11.0;5.0;-2.0;-2.0;-7.0;-10.0;40.0;18.0;20.0;40.0;10.0;5.0;2.0;-1.0;-3.0;-2.0;-2.0;35.0;18.0;20.0;11.0;10.0;17.0;9.0;4.0;-9.0;6.0;2.0;-1.0;-1.0;-6.0;5.0;-1.0;-1.0;-1.0;-6.0;-7.0;-30.0;-18.0;-12.0;-6.0;-3.0;1.0;75.0;45.0;22.0;13.0;-61.0;-30.0;-12.0;-2.0;1.0;-9.0;21.0;20.0;16.0;40.0;25.0;38.0;-31.0;-30.0;5;11:30:00;1;ASV;ARS
ARS X ASV 2015-02-01;0;2015-02-01;-6.0;-3.0;23.0;4.0;-3.0;-3.0;-33.0;-23.0;-15.0;-16.0;-6.0;-3.0;3.0;-3.0;-2.0;-8.0;-7.0;-1.0;3.0;28.0;15.0;15.0;-2.0;40.0;20.0;16.0;11.0;48.0;22.0;15.0;10.0;27.0;14.0;-1.0;100.0;64.0;39.0;26.0;50.0;60.0;0.0;34.0;20.0;-54.0;-32.0;-6.0;-46.0;-50.0;-38.0;-16.0;47.0;20.0;6.0;1.0;-4.0;27.0;-3.0;10.0;3.0;-9.0;-7.0;-5.0;31.0;-60.0;-43.0;-24.0;-13.0;5.0;-9.0;1.0;-40.0;-16.0;-9.0;-4.0;51.0;-50.0;-20.0;-11.0;-3.0;-5.0;21.0;12.0;9.0;6.0;4.0;7.0;5.0;2.0;-1.0;-2.0;75.0;20.0;5;11:30:00;1;ASV;ARS
ARS X ASV 2015-02-01;0;2015-02-01;-1.0;-59.0;-36.0;-20.0;-10.0;8.0;-3.0;-23.0;-15.0;-11.0;-9.0;-1.0;-12.0;-18.0;-12.0;-14.0;23.0;6.0;2.0;-3.0;-3.0;-5.0;-1.0;-5.0;-5.0;43.0;16.0;7.0;7.0;-11.0;-11.0;-81.0;-53.0;-2.0;-37.0;-21.0;-17.0;-10.0;-11.0;-11.0;35.0;-6.0;-8.0;-10.0;-11.0;4.0;-12.0;-12.0;-82.0;-48.0;-33.0;-55.0;-39.0;-5.0;-10.0;-8.0;-21.0;-25.0;-11.0;58.0;22.0;5.0;-8.0;-4.0;8.0;-3.0;3.0;-52.0;-3.0;-7.0;-37.0;-64.0;-100.0;-76.0;-47.0;-18.0;-10.0;-2.0;-92.0;72.0;4.0;-3.0;-3.0;-9.0;-4.0;-8.0;-2.0;27.0;32.0;-61.0;-3.0;10.0;5;11:30:00;1;ASV;ARS
LEI X CHE 2015-04-29;3;2015-04-29;-1.0;2.0;31.0;20.0;16.0;4.0;-6.0;-4.0;-3.0;-2.0;-21.0;-5.0;-13.0;50.0;24.0;14.0;9.0;5.0;-1.0;-25.0;-20.0;-47.0;-3.0;-33.0;-20.0;25.0;5.0;-24.0;-12.0;-15.0;-19.0;27.0;37.0;-2.0;19.0;49.0;16.0;4.0;-9.0;-7.0;75.0;-7.0;-10.0;-87.0;-88.0;5.0;-58.0;-35.0;-52.0;-36.0;-30.0;-21.0;-17.0;-7.0;-7.0;-8.0;3.0;-13.0;-32.0;-23.0;-48.0;-32.0;-53.0;-9.0;21.0;7.0;1.0;3.0;-23.0;-15.0;28.0;7.0;1.0;-3.0;-3.0;-6.0;-6.0;-100.0;-4.0;-77.0;-43.0;-28.0;-94.0;-49.0;-32.0;-27.0;-18.0;-13.0;-10.0;2.0;-8.0;-5.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;2.0;2.0;-4.0;2.0;47.0;28.0;18.0;7.0;5.0;-3.0;1.0;32.0;24.0;61.0;100.0;63.0;37.0;28.0;44.0;62.0;34.0;-4.0;21.0;14.0;2.0;-19.0;-9.0;-4.0;-1.0;1.0;2.0;-5.0;2.0;-6.0;-2.0;-1.0;6.0;4.0;-5.0;40.0;1.0;-5.0;6.0;2.0;2.0;2.0;2.0;12.0;36.0;16.0;9.0;-6.0;-31.0;-21.0;30.0;6.0;14.0;3.0;-6.0;-1.0;-8.0;-10.0;-6.0;-98.0;-64.0;-38.0;5.0;-22.0;-24.0;40.0;19.0;10.0;6.0;3.0;-6.0;5.0;-1.0;9.0;-1.0;-10.0;-10.0;6.0;-4.0;-2.0;11.0;1.0;1.0;1.0;2.0;-25.0;150.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;3.0;3.0;3.0;-3.0;8.0;-3.0;-3.0;73.0;39.0;59.0;38.0;-3.0;46.0;30.0;21.0;-32.0;-15.0;-12.0;-5.0;19.0;39.0;21.0;3.0;15.0;7.0;10.0;2.0;-7.0;-15.0;-5.0;-1.0;-2.0;-2.0;3.0;6.0;-5.0;-5.0;-1.0;17.0;4.0;5.0;-4.0;7.0;-4.0;-24.0;4.0;-18.0;-13.0;-11.0;-4.0;-3.0;-4.0;18.0;-43.0;28.0;-8.0;34.0;3.0;3.0;51.0;25.0;-43.0;-19.0;-14.0;-14.0;28.0;6.0;17.0;31.0;15.0;-24.0;-14.0;-11.0;-12.0;-6.0;-80.0;-51.0;-27.0;12.0;58.0;27.0;20.0;10.0;3.0;-3.0;3.0;3.0;-32.0;-19.0;-8.0;38.0;0.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;5.0;14.0;9.0;39.0;27.0;20.0;20.0;16.0;11.0;10.0;9.0;7.0;14.0;17.0;34.0;54.0;55.0;36.0;20.0;34.0;26.0;18.0;14.0;-11.0;10.0;7.0;7.0;6.0;1.0;1.0;2.0;33.0;21.0;18.0;31.0;86.0;54.0;32.0;21.0;3.0;-5.0;-3.0;3.0;-38.0;-20.0;16.0;-5.0;3.0;23.0;37.0;24.0;-108.0;-53.0;-31.0;33.0;9.0;64.0;16.0;32.0;51.0;25.0;17.0;12.0;3.0;3.0;4.0;4.0;42.0;55.0;30.0;25.0;17.0;17.0;9.0;8.0;36.0;24.0;-38.0;29.0;23.0;37.0;27.0;93.0;56.0;34.0;10.0;8.0;8.0;7.0;16.0;7.0;-50.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;10.0;25.0;25.0;20.0;12.0;31.0;16.0;13.0;16.0;8.0;12.0;15.0;11.0;10.0;4.0;-17.0;-4.0;4.0;-2.0;4.0;7.0;8.0;59.0;4.0;2.0;5.0;7.0;8.0;49.0;74.0;48.0;32.0;23.0;45.0;10.0;7.0;38.0;-36.0;10.0;-5.0;75.0;4.0;9.0;34.0;3.0;37.0;11.0;5.0;-17.0;-6.0;4.0;44.0;49.0;34.0;26.0;22.0;27.0;11.0;-19.0;-1.0;7.0;9.0;12.0;35.0;47.0;29.0;23.0;16.0;74.0;72.0;42.0;25.0;-35.0;-15.0;106.0;61.0;32.0;17.0;51.0;6.0;-3.0;-8.0;4.0;4.0;6.0;27.0;51.0;34.0;98.0;35.0;4.0;75.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;10.0;3.0;1.0;-7.0;-13.0;-15.0;-45.0;-27.0;-22.0;-18.0;1.0;-11.0;-5.0;-10.0;-27.0;-17.0;-17.0;-41.0;-26.0;-15.0;-10.0;-1.0;-7.0;-3.0;-8.0;-1.0;4.0;-7.0;29.0;13.0;6.0;1.0;-1.0;9.0;1.0;19.0;10.0;-42.0;39.0;-5.0;21.0;11.0;-27.0;59.0;-1.0;43.0;19.0;10.0;1.0;-84.0;-48.0;-29.0;-23.0;-45.0;-22.0;20.0;-4.0;-4.0;-8.0;-3.0;-8.0;-6.0;-5.0;-13.0;29.0;11.0;10.0;-7.0;-7.0;-3.0;9.0;1.0;-47.0;-27.0;-17.0;-12.0;-8.0;-6.0;9.0;3.0;-2.0;-2.0;9.0;8.0;8.0;9.0;4.0;-2.0;-1.0;-77.0;40.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;2.0;-6.0;40.0;27.0;16.0;4.0;3.0;5.0;6.0;4.0;-1.0;42.0;30.0;17.0;10.0;1.0;-2.0;-1.0;5.0;2.0;21.0;30.0;12.0;7.0;-15.0;-51.0;-26.0;36.0;6.0;-5.0;28.0;11.0;12.0;-25.0;-31.0;-23.0;-20.0;-61.0;-39.0;-50.0;-5.0;-5.0;-26.0;-13.0;7.0;-40.0;-21.0;-20.0;-13.0;-10.0;-11.0;-14.0;-10.0;-14.0;-40.0;4.0;28.0;-3.0;2.0;-23.0;-52.0;-100.0;-33.0;-82.0;-50.0;-69.0;2.0;-100.0;-72.0;-41.0;-26.0;-19.0;-2.0;-3.0;-3.0;-4.0;-3.0;-1.0;-4.0;-14.0;73.0;36.0;24.0;12.0;6.0;-3.0;-8.0;-2.0;5.0;-3.0;35.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;-3.0;-3.0;3.0;-3.0;-48.0;-21.0;28.0;-28.0;-13.0;-7.0;-12.0;-4.0;-10.0;-9.0;-6.0;-3.0;-2.0;-1.0;-1.0;5.0;6.0;7.0;7.0;48.0;32.0;98.0;62.0;40.0;24.0;12.0;-3.0;-2.0;-4.0;-3.0;-4.0;-4.0;-4.0;-4.0;-4.0;-43.0;5.0;-7.0;-6.0;-63.0;-32.0;-23.0;-16.0;-16.0;10.0;4.0;2.0;11.0;-11.0;-2.0;-6.0;5.0;-16.0;-4.0;-5.0;-47.0;-11.0;-11.0;-15.0;-7.0;-5.0;-8.0;-8.0;-17.0;-3.0;-6.0;-7.0;-7.0;-9.0;-11.0;-6.0;-4.0;-2.0;20.0;-8.0;16.0;4.0;2.0;1.0;5.0;76.0;45.0;56.0;-36.0;-1.0;-2.0;-1.0;-70.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;2.0;18.0;13.0;3.0;3.0;3.0;-4.0;2.0;41.0;26.0;12.0;2.0;-114.0;-41.0;-26.0;-14.0;42.0;27.0;18.0;14.0;32.0;25.0;18.0;24.0;18.0;9.0;7.0;-26.0;-9.0;-2.0;-5.0;-3.0;1.0;12.0;-5.0;-2.0;1.0;21.0;52.0;32.0;0.0;-40.0;-43.0;30.0;6.0;8.0;3.0;79.0;48.0;26.0;45.0;26.0;4.0;7.0;-11.0;-5.0;1.0;55.0;30.0;17.0;-11.0;-1.0;-4.0;5.0;20.0;32.0;19.0;77.0;16.0;22.0;19.0;22.0;21.0;20.0;23.0;16.0;10.0;7.0;46.0;5.0;34.0;21.0;19.0;13.0;9.0;-4.0;7.0;5.0;-74.0;29.0;2.0;-70.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;-1.0;-30.0;-21.0;-16.0;-10.0;-13.0;-1.0;22.0;16.0;69.0;60.0;4.0;64.0;35.0;19.0;-77.0;-38.0;-46.0;-18.0;-12.0;-7.0;-5.0;-7.0;-3.0;-3.0;-3.0;-27.0;-17.0;-11.0;-27.0;44.0;17.0;14.0;-9.0;2.0;1.0;-8.0;-10.0;-7.0;-2.0;10.0;-5.0;-3.0;-1.0;1.0;-9.0;-5.0;31.0;16.0;9.0;6.0;-5.0;-2.0;-41.0;-64.0;-43.0;-8.0;41.0;8.0;38.0;25.0;15.0;6.0;4.0;-10.0;-5.0;6.0;-9.0;5.0;-6.0;15.0;23.0;8.0;4.0;-6.0;-7.0;-11.0;-11.0;-38.0;-12.0;-12.0;-12.0;-12.0;-33.0;19.0;-1.0;29.0;20.0;17.0;-45.0;-2.0;10.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;65.0;12.0;42.0;30.0;33.0;15.0;14.0;11.0;7.0;4.0;-45.0;42.0;-29.0;-16.0;-9.0;-4.0;41.0;45.0;32.0;25.0;20.0;85.0;29.0;49.0;30.0;48.0;38.0;22.0;18.0;16.0;13.0;12.0;17.0;71.0;10.0;11.0;6.0;54.0;36.0;52.0;-40.0;-1.0;5.0;42.0;27.0;46.0;18.0;12.0;83.0;68.0;42.0;27.0;17.0;6.0;4.0;4.0;7.0;-29.0;-8.0;29.0;17.0;44.0;32.0;22.0;15.0;-17.0;-3.0;8.0;9.0;7.0;8.0;14.0;12.0;15.0;12.0;51.0;33.0;28.0;8.0;80.0;51.0;11.0;10.0;9.0;14.0;12.0;12.0;10.0;10.0;5.0;8.0;-25.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;-10.0;-8.0;-4.0;-1.0;1.0;-5.0;-30.0;-12.0;-6.0;22.0;1.0;41.0;78.0;100.0;73.0;13.0;6.0;6.0;12.0;36.0;25.0;1.0;25.0;16.0;59.0;39.0;34.0;16.0;11.0;-29.0;-13.0;-7.0;1.0;-2.0;77.0;48.0;100.0;59.0;31.0;15.0;2.0;-4.0;4.0;-2.0;1.0;19.0;8.0;-7.0;-2.0;4.0;4.0;-2.0;-2.0;19.0;-12.0;1.0;4.0;4.0;1.0;-2.0;-7.0;-11.0;-8.0;-6.0;19.0;2.0;1.0;5.0;1.0;-62.0;-37.0;-16.0;31.0;-35.0;46.0;21.0;12.0;-5.0;5.0;6.0;1.0;-75.0;-44.0;-31.0;-18.0;-10.0;-5.0;-63.0;6.0;-30.0;-15.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;-42.0;-23.0;-12.0;-6.0;2.0;23.0;75.0;41.0;26.0;21.0;1.0;13.0;4.0;-39.0;-19.0;32.0;13.0;9.0;69.0;73.0;42.0;1.0;21.0;19.0;8.0;44.0;28.0;19.0;63.0;39.0;22.0;-18.0;7.0;23.0;9.0;7.0;11.0;80.0;48.0;80.0;-3.0;-1.0;1.0;1.0;5.0;-30.0;-21.0;-17.0;-14.0;-8.0;-7.0;-3.0;-21.0;-16.0;-59.0;4.0;-34.0;-20.0;-10.0;6.0;-5.0;6.0;-5.0;-15.0;-9.0;31.0;3.0;10.0;6.0;8.0;8.0;10.0;59.0;38.0;20.0;15.0;16.0;2.0;9.0;78.0;49.0;32.0;96.0;65.0;36.0;39.0;26.0;13.0;-24.0;-29.0;40.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;6.0;4.0;6.0;4.0;8.0;10.0;6.0;4.0;-5.0;1.0;1.0;1.0;1.0;5.0;-20.0;-8.0;-4.0;-22.0;-7.0;-2.0;1.0;1.0;-4.0;1.0;-5.0;-7.0;6.0;-5.0;-1.0;31.0;18.0;11.0;-10.0;73.0;44.0;-29.0;-1.0;-29.0;-11.0;20.0;2.0;2.0;2.0;2.0;-5.0;2.0;2.0;2.0;-19.0;-23.0;-18.0;-5.0;-3.0;10.0;11.0;6.0;31.0;-46.0;-10.0;95.0;56.0;-41.0;-31.0;-4.0;10.0;5.0;26.0;10.0;13.0;31.0;52.0;36.0;75.0;49.0;32.0;21.0;22.0;16.0;9.0;39.0;68.0;45.0;60.0;48.0;33.0;13.0;40.0;28.0;10.0;-38.0;105.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;2.0;5.0;21.0;-28.0;-16.0;-52.0;-33.0;-83.0;-84.0;-100.0;-72.0;-3.0;-63.0;-43.0;-23.0;-8.0;-5.0;25.0;14.0;13.0;12.0;7.0;-7.0;-31.0;-56.0;-34.0;-20.0;40.0;13.0;10.0;-76.0;-41.0;-17.0;-51.0;-10.0;-6.0;-36.0;-24.0;-60.0;-76.0;0.0;-6.0;-68.0;-50.0;-35.0;-33.0;-26.0;-50.0;-30.0;-22.0;-18.0;-3.0;1.0;-4.0;42.0;26.0;-22.0;16.0;11.0;8.0;3.0;3.0;-19.0;-48.0;-27.0;-9.0;32.0;-10.0;14.0;9.0;3.0;-2.0;-9.0;-7.0;-6.0;38.0;18.0;14.0;8.0;6.0;47.0;23.0;11.0;9.0;4.0;28.0;14.0;36.0;14.0;12.0;6.0;-35.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;10.0;33.0;-29.0;-3.0;2.0;-2.0;-5.0;-5.0;-3.0;-6.0;-3.0;15.0;-1.0;71.0;41.0;20.0;-25.0;-7.0;-9.0;51.0;27.0;24.0;19.0;41.0;21.0;-29.0;-13.0;-9.0;-12.0;-6.0;1.0;6.0;4.0;81.0;23.0;14.0;9.0;10.0;-10.0;-5.0;-5.0;-6.0;-7.0;-8.0;-8.0;55.0;-8.0;-38.0;-26.0;-9.0;27.0;9.0;4.0;-4.0;-4.0;-8.0;33.0;-5.0;-8.0;-5.0;-8.0;-90.0;-79.0;-72.0;55.0;1.0;7.0;20.0;26.0;18.0;7.0;9.0;11.0;15.0;9.0;25.0;15.0;13.0;13.0;7.0;59.0;34.0;-40.0;-6.0;4.0;-5.0;4.0;-7.0;-3.0;54.0;-2.0;5.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;-7.0;-6.0;-5.0;48.0;23.0;12.0;-23.0;-10.0;18.0;7.0;-4.0;34.0;-4.0;-4.0;27.0;8.0;1.0;-4.0;-30.0;-23.0;-17.0;-14.0;15.0;-92.0;-16.0;-53.0;-35.0;-94.0;-53.0;-43.0;-26.0;-19.0;-12.0;7.0;-13.0;-8.0;-11.0;-12.0;-33.0;-25.0;;-21.0;-14.0;-10.0;-6.0;3.0;8.0;-43.0;-25.0;-47.0;-30.0;-16.0;28.0;10.0;-13.0;-4.0;-2.0;8.0;73.0;41.0;27.0;14.0;5.0;-54.0;-34.0;-23.0;-11.0;-3.0;-33.0;-28.0;-60.0;-58.0;-33.0;-50.0;-72.0;-43.0;37.0;4.0;3.0;1.0;-34.0;-20.0;-17.0;-8.0;-13.0;-38.0;-25.0;-18.0;-19.0;-8.0;-9.0;45.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;-1.0;-21.0;75.0;-71.0;-20.0;-17.0;-4.0;-8.0;-1.0;-80.0;1.0;-53.0;-32.0;-19.0;-17.0;-9.0;-5.0;-3.0;-2.0;-6.0;10.0;1.0;-11.0;-4.0;-13.0;8.0;3.0;-38.0;-17.0;-11.0;8.0;8.0;30.0;10.0;-23.0;-6.0;8.0;-28.0;3.0;30.0;-3.0;-37.0;-18.0;-8.0;17.0;-1.0;4.0;7.0;27.0;19.0;19.0;14.0;71.0;48.0;27.0;30.0;58.0;36.0;18.0;7.0;11.0;5.0;4.0;4.0;-4.0;-43.0;12.0;-24.0;-17.0;-13.0;62.0;41.0;86.0;93.0;57.0;31.0;20.0;6.0;14.0;27.0;22.0;20.0;-29.0;22.0;57.0;35.0;27.0;15.0;1.0;42.0;50.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;1.0;16.0;10.0;4.0;3.0;-4.0;2.0;22.0;13.0;9.0;14.0;5.0;11.0;79.0;47.0;27.0;-21.0;-3.0;40.0;13.0;8.0;15.0;-59.0;39.0;20.0;7.0;3.0;21.0;15.0;8.0;5.0;7.0;5.0;-31.0;-23.0;-8.0;8.0;3.0;4.0;3.0;20.0;4.0;5.0;1.0;-32.0;-17.0;-14.0;-5.0;4.0;-2.0;5.0;11.0;90.0;57.0;42.0;48.0;-9.0;72.0;40.0;22.0;16.0;11.0;7.0;7.0;8.0;8.0;13.0;42.0;81.0;51.0;34.0;28.0;20.0;50.0;71.0;44.0;-38.0;-35.0;31.0;-27.0;-17.0;-33.0;32.0;12.0;9.0;2.0;10.0;10.0;8.0;25.0;1.0;70.0;1;16:45:00;-1;CHE;LEI
LEI X CHE 2015-04-29;3;2015-04-29;5.0;74.0;36.0;19.0;20.0;21.0;12.0;12.0;12.0;11.0;100.0;7.0;67.0;39.0;23.0;18.0;6.0;10.0;4.0;5.0;15.0;6.0;-15.0;5.0;26.0;8.0;6.0;81.0;48.0;27.0;21.0;42.0;14.0;-7.0;8.0;-5.0;1.0;6.0;-5.0;1.0;30.0;1.0;1.0;-35.0;26.0;-1.0;-5.0;-5.0;-7.0;-6.0;-10.0;-40.0;-28.0;-10.0;-4.0;-5.0;-2.0;2.0;7.0;5.0;24.0;16.0;10.0;37.0;18.0;10.0;7.0;-3.0;30.0;17.0;22.0;14.0;9.0;15.0;42.0;22.0;22.0;21.0;-7.0;15.0;10.0;12.0;7.0;-4.0;-19.0;-10.0;-10.0;-10.0;-4.0;-1.0;-40.0;0.0;1;16:45:00;-1;CHE;LEI
SWA X LIV 2015-03-16;1;2015-03-16;5.0;3.0;3.0;3.0;26.0;18.0;-18.0;-1.0;-3.0;-10.0;-48.0;-51.0;-29.0;-15.0;-7.0;7.0;6.0;5.0;14.0;9.0;6.0;-34.0;-23.0;-16.0;37.0;16.0;11.0;45.0;33.0;23.0;10.0;47.0;46.0;-14.0;48.0;29.0;15.0;-33.0;-19.0;-3.0;-5.0;-3.0;8.0;-3.0;-3.0;8.0;3.0;3.0;-3.0;3.0;-2.0;-1.0;-22.0;-30.0;-64.0;-55.0;13.0;39.0;23.0;13.0;4.0;2.0;-3.0;-4.0;-44.0;-27.0;-92.0;13.0;-61.0;-38.0;-21.0;-9.0;3.0;-7.0;-33.0;-56.0;-35.0;-23.0;-28.0;-19.0;-11.0;-5.0;-4.0;4.0;-2.0;-1.0;-7.0;-4.0;-3.0;-3.0;-6.0;-50.0;0;18:00:00;-1;LIV;SWA
MCI X WBA 2015-03-21;0;2015-03-21;6.0;18.0;17.0;11.0;48.0;58.0;41.0;70.0;48.0;32.0;53.0;9.0;38.0;26.0;27.0;57.0;38.0;29.0;23.0;100.0;72.0;54.0;22.0;38.0;29.0;81.0;55.0;68.0;47.0;69.0;43.0;32.0;23.0;19.0;20.0;100.0;72.0;49.0;100.0;75.0;70.0;3.0;43.0;32.0;21.0;13.0;14.0;100.0;87.0;53.0;73.0;85.0;38.0;64.0;40.0;100.0;8.0;86.0;100.0;87.0;50.0;24.0;13.0;-17.0;-5.0;4.0;34.0;6.0;24.0;19.0;10.0;-62.0;-1.0;4.0;5.0;27.0;100.0;61.0;4.0;36.0;25.0;13.0;6.0;8.0;9.0;29.0;27.0;20.0;31.0;28.0;5.0;35.0;3;10:45:00;1;WBA;MCI
